,USAF,WBAN,STATION NAME,CTRY,ST,CALL,LAT,LON,ELEV(M),BEGIN,END
227,012520, 99999 ,BERKAK-LYNGHOLT               ,NO   ,   ,      ,62.817,10.017000000000001,475.0,1973-01-01,2008-09-30
228,012530, 99999 ,SOKNEDAL                      ,NO   ,   ,      ,62.95,10.183,299.0,2009-01-12,2021-06-01
229,012540, 99999 ,KOTSOY                        ,NO   ,   ,      ,62.983000000000004,10.55,127.0,2009-01-12,2021-06-01
230,012570, 99999 ,TRONDHEIM/VOLL                ,NO   ,   ,      ,63.417,10.45,131.5,2004-04-06,2021-06-01
231,012580, 99999 ,TRONDHEIM (TYHOLT)            ,NO   ,   ,      ,63.417,10.433,113.0,1973-01-01,1981-07-14
232,012590, 99999 ,BUHOLMRASA LH                 ,NO   ,   ,      ,64.4,10.45,18.4,1973-01-01,2021-06-01
233,012620, 99999 ,NORDOYAN FYR                  ,NO   ,   ,      ,64.8,10.55,33.0,1928-01-02,2021-06-01
234,012650, 99999 ,TYNSET-HANSMOEN               ,NO   ,   ,      ,62.266999999999996,10.732999999999999,482.3,1949-01-01,2021-06-01
235,012680, 99999 ,                              ,     ,   ,      ,,,,1973-01-01,1975-01-25
236,012700, 99999 ,KVITHAMAR                     ,NO   ,   ,      ,63.483000000000004,10.883,40.0,2011-10-03,2021-06-01
237,012710, 99999 ,VAERNES                       ,NO   ,   ,ENVA  ,63.458,10.94,17.1,1940-04-13,2021-06-01
238,012720, 99999 ,FROSTA                        ,NO   ,   ,      ,63.567,10.7,70.0,2011-09-29,2021-06-01
239,012730, 99999 ,SELBU                         ,NO   ,   ,      ,63.233000000000004,11.017000000000001,160.0,2007-10-16,2021-06-01
240,012740, 99999 ,SELBU-STUBBE                  ,NO   ,   ,      ,63.2,11.117,242.0,1973-01-01,2006-11-15
241,012770, 99999 ,STEINKJER                     ,NO   ,   ,      ,64.017,11.45,80.0,1973-01-01,2021-06-01
242,012771, 99999 ,LEVANGER-EGGEN                ,NO   ,   ,      ,63.717,11.232999999999999,97.0,1973-01-01,1973-02-16
243,012780, 99999 ,VERDAL-REPPE                  ,NO   ,   ,      ,63.783,11.683,83.0,1985-01-02,2018-10-31
244,012800, 99999 ,NAMDALSEID-VENGSTAD           ,NO   ,   ,      ,64.133,11.333,118.0,1973-01-01,2008-12-31
245,012810, 99999 ,NAMSSKOGAN                    ,NO   ,   ,      ,64.733,12.85,140.0,2007-01-05,2021-05-24
246,012820, 99999 ,RORVIK/RYUM                   ,NO   ,   ,ENRM  ,64.85,11.232999999999999,14.0,1995-09-01,2021-06-01
247,012823, 99999 ,RORVIK/RYUM                   ,NO   ,   ,      ,64.85,11.232999999999999,14.0,1991-08-27,1995-08-31
248,012870, 99999 ,SOLENDET                      ,NO   ,   ,      ,62.683,11.817,747.0,2008-01-15,2021-05-31
249,012880, 99999 ,ROROS                         ,NO   ,   ,      ,62.567,11.383,630.0,1973-01-01,2021-06-01
250,012890, 99999 ,ROROS LUFTHAVN                ,NO   ,   ,ENRO  ,62.583,11.35,626.0,1984-09-09,2004-12-30
251,012891, 99999 ,ROROS/AIRPORT                 ,NO   ,   ,ENRO  ,62.583,11.383,626.0,1979-03-01,1984-08-17
252,012900, 99999 ,NAMSOS AIRPORT                ,NO   ,   ,ENNM  ,64.467,11.583,2.0,1973-04-01,2021-06-01
253,012910, 99999 ,GARTLAND                      ,NO   ,   ,      ,64.533,12.383,95.0,2009-01-12,2021-06-01
254,012920, 99999 ,MERAKER-UTSYN                 ,NO   ,   ,      ,63.417,11.7,240.0,1973-01-01,2004-09-30
255,012930, 99999 ,MERAKER-EGGE                  ,NO   ,   ,      ,63.417,11.732999999999999,171.0,2005-02-15,2021-06-01
256,012940, 99999 ,                              ,     ,   ,      ,,,,1973-01-01,1974-06-29
257,012950, 99999 ,HOYLANDET                     ,NO   ,   ,      ,64.55,12.15,27.0,1973-01-01,2007-06-12
258,012960, 99999 ,BERG I SNASA                  ,NO   ,   ,      ,64.25,12.417,127.0,1973-01-01,1977-06-06
259,012980, 99999 ,NORDLI-HOLAND                 ,NO   ,   ,      ,64.45,13.717,433.0,1973-01-01,2019-10-16
260,013000, 99999 ,GULLFAKS C                    ,NO   ,   ,      ,61.2,2.267,78.0,2001-06-01,2021-06-01
261,013005, 99999 ,STATFJORD OIL PLATFORM HELIPO ,FO   ,   ,ENSF  ,61.25,1.85,117.7,1984-12-04,2021-06-01
262,013040, 99999 ,YTTEROYANE FYR                ,NO   ,   ,      ,61.567,4.683,25.0,1984-09-01,2021-05-20
263,013060, 99999 ,HELLISOY FYR                  ,NO   ,   ,      ,60.75,4.717,23.0,1973-01-01,2004-12-29
264,013070, 99999 ,FEDJE                         ,NO   ,   ,      ,60.75,4.717,20.0,2005-02-18,2021-06-01
265,013080, 99999 ,FURUNESET                     ,NO   ,   ,      ,61.3,5.05,7.0,2011-09-28,2021-06-01
266,013090, 99999 ,KINN ISLAND                   ,NO   ,   ,      ,61.567,4.8,10.0,1931-01-04,2005-10-22
267,013100, 99999 ,FLORO                         ,NO   ,   ,ENFL  ,61.583999999999996,5.025,11.3,1980-04-07,2021-06-01
268,013110, 99999 ,FLESLAND                      ,NO   ,   ,ENBR  ,60.293,5.218,51.8,1973-01-01,2021-06-01
269,013140, 99999 ,FOSSMARK                      ,NO   ,   ,      ,60.516999999999996,5.7170000000000005,10.0,2012-06-15,2021-06-01
270,013150, 99999 ,EVANGER                       ,NO   ,   ,      ,60.633,6.1,17.0,2010-12-14,2021-06-01
271,013160, 99999 ,BERGEN-FREDRIKSBERG           ,NO   ,   ,      ,60.4,5.317,40.0,1973-01-01,1985-12-30
272,013170, 99999 ,BERGEN/FLORIDA                ,NO   ,   ,      ,60.383,5.332999999999999,36.0,1973-01-01,2021-06-01
273,013180, 99999 ,SANDANE                       ,NO   ,   ,      ,61.783,6.183,51.0,2005-06-14,2017-12-31
274,013190, 99999 ,TAKLE                         ,NO   ,   ,      ,61.033,5.382999999999999,38.0,1973-01-01,2021-06-01
275,013200, 99999 ,SANDANE/ANDA                  ,NO   ,   ,ENSD  ,61.833,6.117000000000001,60.0,1981-09-04,2021-06-01
276,013210, 99999 ,STRYN                         ,NO   ,   ,      ,61.9,6.55,208.0,1973-01-01,2021-06-01
277,013220, 99999 ,FORDE-TEFRE                   ,NO   ,   ,      ,61.467,5.917000000000001,64.0,1973-01-01,2017-12-23
278,013230, 99999 ,BRINGELAND                    ,NO   ,   ,ENBL  ,61.393,5.763999999999999,327.0,1984-05-02,2021-06-01
279,013250, 99999 ,MODALEN II                    ,NO   ,   ,      ,60.833,5.95,114.0,1973-01-01,2008-09-24
280,013260, 99999 ,MODALEN III                   ,NO   ,   ,      ,60.85,5.983,125.0,2008-10-08,2021-06-01
281,013270, 99999 ,KVAMSKOGEN-JONSHOGDI          ,NO   ,   ,      ,60.383,5.9670000000000005,455.0,2006-11-21,2021-06-01
282,013280, 99999 ,KVAMSKOGEN                    ,NO   ,   ,      ,60.4,5.917000000000001,408.0,1973-01-01,2006-07-26
283,013290, 99999 ,KVAMSOY                       ,NO   ,   ,      ,60.35,6.267,50.0,2005-02-18,2021-06-01
284,013300, 99999 ,OMASTRAND                     ,NO   ,   ,      ,60.217,5.983,6.0,1973-01-01,2005-09-10
285,013320, 99999 ,FJAERLAND BREMUSEET           ,NO   ,   ,      ,61.43,6.77,3.0,2006-02-01,2021-06-01
286,013360, 99999 ,BULKEN                        ,NO   ,   ,      ,60.65,6.2170000000000005,328.0,1973-01-01,2021-06-01
287,013370, 99999 ,VOSSEVANGEN                   ,NO   ,   ,      ,60.633,6.433,55.0,2005-02-18,2021-06-01
288,013380, 99999 ,VANGSNES                      ,NO   ,   ,      ,61.167,6.65,51.0,2004-07-06,2021-06-01
289,013390, 99999 ,VANGSNES                      ,NO   ,   ,      ,61.167,6.65,53.0,1973-01-01,2001-11-02
290,013400, 99999 ,FET I EIDFJORD                ,NO   ,   ,      ,60.42,7.28,737.0,2005-07-26,2021-06-01
291,013410, 99999 ,EIDFJORD-BU                   ,NO   ,   ,      ,60.467,6.867000000000001,166.0,1983-01-01,2007-02-27
292,013420, 99999 ,ULLENSVANG                    ,NO   ,   ,      ,60.317,6.65,12.0,1973-01-01,2021-06-01
293,013440, 99999 ,MJOLFJELL                     ,NO   ,   ,      ,60.7,6.95,695.0,1973-01-01,2021-06-01
294,013450, 99999 ,KLEVAVATNET                   ,NO   ,   ,      ,60.717,7.2170000000000005,960.0,1973-10-07,2021-05-04
295,013460, 99999 ,MIDTSTOVA                     ,NO   ,   ,      ,60.65,7.267,1162.0,2011-11-25,2021-06-01
296,013470, 99999 ,SOGNDAL HAUKASEN              ,NO   ,   ,ENSG  ,61.156000000000006,7.1370000000000005,511.0,1985-01-18,2021-06-01
297,013471, 99999 ,SOGNDAL/HAUKASEN              ,NO   ,   ,ENSG  ,61.167,7.132999999999999,498.0,1984-08-01,1984-12-17
298,013500, 99999 ,FINSEVATN                     ,NO   ,   ,      ,60.6,7.5329999999999995,1208.0,2003-03-30,2021-06-01
299,013510, 99999 ,FINSE III                     ,NO   ,   ,      ,60.6,7.5,1224.0,1973-01-02,2001-12-10
300,013520, 99999 ,SANDHAUG                      ,NO   ,   ,      ,60.183,7.483,1250.0,2004-01-07,2021-06-01
301,013550, 99999 ,LAERDAL IV                    ,NO   ,   ,      ,61.1,7.5,5.0,1973-01-01,2021-06-01
302,013560, 99999 ,FANNARAKI                     ,FO   ,   ,      ,61.516999999999996,7.9,2062.0,1988-11-25,2014-08-27
303,013570, 99999 ,HOLLEKOLTEN                   ,NO   ,   ,      ,60.867,8.517000000000001,804.2,1973-01-01,2021-06-01
304,013580, 99999 ,HEMSEDAL II                   ,NO   ,   ,      ,60.85,8.6,604.0,2011-09-29,2021-06-01
305,013590, 99999 ,GEILO-OLDEBRATEN              ,NO   ,   ,      ,60.533,8.2,773.0,1973-01-01,2021-05-31
306,013591, 99999 ,HAUGASTOL                     ,NO   ,   ,      ,60.516999999999996,7.867000000000001,988.0,2007-03-07,2007-03-07
307,013600, 99999 ,BRATA-SLETTOM                 ,NO   ,   ,      ,61.9,7.9,664.0,1973-01-01,2021-05-29
308,013610, 99999 ,GROTLI III                    ,NO   ,   ,      ,62.016999999999996,7.667000000000001,872.0,1973-01-01,2021-06-01
309,013620, 99999 ,JUVVASSHOE                    ,NO   ,   ,      ,61.667,8.367,1894.0,2009-06-26,2021-06-01
310,013630, 99999 ,                              ,     ,   ,      ,,,,1973-01-01,1974-09-06
311,013640, 99999 ,FILEFJELL                     ,NO   ,   ,      ,61.183,8.117,955.1,1949-01-01,2021-06-01
312,013650, 99999 ,BEITOSTOLEN II                ,NO   ,   ,      ,61.251000000000005,8.917,965.0,1973-04-04,2021-06-01
313,013660, 99999 ,SOGNEFJELL                    ,NO   ,   ,      ,61.567,8.0,1413.0,1979-03-01,2021-06-01
314,013670, 99999 ,FAGERNES                      ,NO   ,   ,      ,60.983000000000004,9.217,365.4,1982-10-01,2021-06-01
315,013671, 99999 ,BEITOSTOLEN                   ,NO   ,   ,      ,61.233000000000004,8.933,828.0,1973-01-01,1980-11-05
316,013680, 99999 ,LEIRIN                        ,NO   ,   ,ENFG  ,61.016000000000005,9.288,822.0,1988-10-14,2021-05-31
317,013690, 99999 ,ABJORSBRATEN                  ,NO   ,   ,      ,60.917,9.283,639.0,1988-10-01,2017-12-30
318,013700, 99999 ,SKABU                         ,NO   ,   ,      ,61.516999999999996,9.4,928.0,1973-01-01,2021-06-01
319,013710, 99999 ,LOKEN I VOLBU                 ,NO   ,   ,      ,61.117,9.067,521.0,1973-01-01,2021-06-01
320,013720, 99999 ,NESBYEN-SKOGLUND              ,NO   ,   ,      ,60.567,9.133,167.0,1973-01-01,2004-01-21
321,013730, 99999 ,NESBYEN-TODOKK                ,NO   ,   ,      ,60.567,9.133,166.0,1973-01-01,2021-06-01
322,013740, 99999 ,VEST-TORPA II                 ,NO   ,   ,      ,60.933,10.033,542.0,1981-05-01,2021-06-01
323,013741, 99999 ,                              ,     ,   ,      ,,,,1973-01-01,1979-08-10
324,013743, 99999 ,FAGERNES/LEIRIN   &           ,NO   ,   ,      ,61.0,9.3,822.0,1988-01-05,1988-09-13
325,013750, 99999 ,KVITFJELL                     ,NO   ,   ,      ,61.467,10.133,1028.0,1973-01-01,2021-06-01
326,013755, 99999 ,GULLFAX (PLATFORM)            ,NO   ,   ,ENGC  ,61.033,2.033,10.0,1989-11-15,2021-06-01
327,013760, 99999 ,GULSVIK II                    ,NO   ,   ,      ,60.383,9.6,142.0,1973-01-01,2021-06-01
328,013780, 99999 ,LILLEHAMMER-SAETHERENGEN      ,NO   ,   ,      ,61.1,10.467,239.0,1973-01-01,2021-06-01
329,013790, 99999 ,SOR-NESSET                    ,NO   ,   ,      ,61.883,10.15,739.0,1973-01-01,2005-12-09
330,013800, 99999 ,VENABU                        ,NO   ,   ,      ,61.65,10.117,930.0,1985-01-10,2021-06-01
331,013801, 99999 ,KITTILBU                      ,NO   ,   ,      ,61.167,9.967,816.0,1974-11-14,1984-08-27
332,013810, 99999 ,APELSVOLL                     ,NO   ,   ,      ,60.7,10.867,264.0,2011-10-03,2021-06-01
333,013820, 99999 ,KISE                          ,NO   ,   ,      ,60.766999999999996,10.8,128.0,1973-01-01,2021-06-01
334,013830, 99999 ,EVENSTAD-DIH                  ,NO   ,   ,      ,61.4,11.08,255.0,1973-01-01,2021-06-01
335,013839, 99999 ,HAMAR / STAFSBERG             ,NO   ,   ,ENHA  ,60.817,11.067,223.0,1987-02-05,1990-02-22
336,013840, 99999 ,GARDERMOEN                    ,NO   ,   ,ENGM  ,60.193999999999996,11.1,207.6,1940-05-11,2021-06-01
337,013850, 99999 ,HAMER                         ,NO   ,   ,      ,60.817,11.067,222.3,2006-10-24,2021-06-01
338,013860, 99999 ,HAMAR II                      ,NO   ,   ,      ,60.8,11.1,132.0,2009-07-01,2021-06-01
339,013870, 99999 ,FAVANG                        ,NO   ,   ,      ,61.45,10.183,200.0,2011-09-29,2021-06-01
340,013890, 99999 ,RENA AP                       ,NO   ,   ,      ,61.183,11.367,255.7,1973-01-01,2021-06-01
341,013910, 99999 ,FLISA                         ,NO   ,   ,      ,60.617,12.017000000000001,188.0,1973-01-01,2005-03-31
342,013920, 99999 ,FLISA II                      ,NO   ,   ,      ,60.617,12.017000000000001,185.0,2005-02-18,2021-06-01
343,013930, 99999 ,DREVSJO                       ,NO   ,   ,      ,61.883,12.033,673.5,1973-01-01,2021-06-01
344,013970, 99999 ,TRYSIL VEGSTASJON             ,NO   ,   ,      ,61.3,12.267000000000001,361.4,1973-01-01,2021-06-01
345,014000, 99999 ,EKOFISK                       ,NO   ,   ,      ,56.55,3.217,48.8,1998-12-23,2020-09-01
346,014010, 99999 ,FRIGG                         ,NO   ,   ,      ,59.983000000000004,2.25,48.0,2001-06-01,2006-07-18
347,014030, 99999 ,UTSIRA FYR                    ,NO   ,   ,      ,59.3,4.867,56.3,1928-01-02,2021-06-01
348,014033, 99999 ,EKOFISK OIL PLTFRM            ,NO   ,   ,ENEK  ,56.55,3.25,48.8,1981-05-06,2021-06-01
349,014035, 99999 ,KARMOY                        ,NO   ,   ,      ,59.35,5.2170000000000005,23.0,1975-11-01,1984-08-07
350,014060, 99999 ,SLATTEROY FYR                 ,NO   ,   ,      ,59.917,5.067,16.0,1973-01-01,2021-06-01
351,014080, 99999 ,KARMOY                        ,NO   ,   ,ENHD  ,59.345,5.207999999999999,26.2,1984-09-09,2021-06-01
352,014090, 99999 ,SKUDENES                      ,NO   ,   ,      ,59.15,5.25,7.0,2005-02-18,2005-10-28
353,014110, 99999 ,KVITSOY - NORDBO              ,NO   ,   ,      ,59.067,5.417000000000001,22.0,2005-06-12,2021-05-31
354,014120, 99999 ,OBRESTAD                      ,NO   ,   ,      ,58.65,5.567,26.0,1973-01-01,2021-06-01
355,014130, 99999 ,SAERHEIM                      ,NO   ,   ,      ,58.75,5.65,87.0,2011-09-28,2021-06-01
356,014140, 99999 ,ROVER                         ,NO   ,   ,      ,59.433,5.067,25.0,1989-05-20,2021-06-01
357,014150, 99999 ,SOLA                          ,NO   ,   ,ENZV  ,58.876999999999995,5.638,8.8,1940-04-10,2021-06-01
358,014160, 99999 ,STAVANGER VAALAND             ,NO   ,   ,      ,58.95,5.733,72.0,2008-07-24,2021-06-01
359,014170, 99999 ,NEDRE VATS                    ,NO   ,   ,      ,59.483000000000004,5.75,65.0,1973-01-03,2021-06-01
360,014180, 99999 ,AUSTEVOLL                     ,NO   ,   ,      ,60.016999999999996,5.2,32.0,1973-01-01,2021-06-01
361,014190, 99999 ,LIARVATN                      ,NO   ,   ,      ,59.05,6.117000000000001,300.0,2010-07-02,2021-06-01
362,014211, 99999 ,INDRE MATRE                   ,NO   ,   ,      ,59.85,6.0,24.0,2002-03-14,2002-03-14
363,014220, 99999 ,FISTER SIGMUNDSTAD            ,NO   ,   ,      ,59.167,6.0329999999999995,25.0,2005-01-01,2021-06-01
364,014230, 99999 ,FISTER-TONNEVIK               ,NO   ,   ,      ,59.167,6.05,50.0,1973-01-01,2004-12-31
365,014240, 99999 ,SAUDA                         ,NO   ,   ,      ,59.65,6.367000000000001,6.0,1973-01-01,2021-06-01
366,014250, 99999 ,EIK HOVE                      ,NO   ,   ,      ,58.516999999999996,6.517,66.0,1973-01-01,2021-06-01
367,014260, 99999 ,EIGEROYA                      ,NO   ,   ,      ,58.433,5.867000000000001,49.0,2004-04-25,2021-06-01
368,014270, 99999 ,LISTA FYR                     ,NO   ,   ,      ,58.117,6.567,14.0,1928-01-01,2021-06-01
369,014280, 99999 ,LISTA                         ,NO   ,   ,ENLI  ,58.099,6.626,8.8,1973-01-01,2007-08-13
370,014281, 99999 ,ULA OIL PLATFORM              ,NO   ,   ,ENLA  ,59.111000000000004,2.846,94.0,2013-08-06,2021-06-01
371,014300, 99999 ,MANDAL II                     ,NO   ,   ,      ,58.016999999999996,7.45,138.0,1973-01-01,2021-06-01
372,014310, 99999 ,SIRDAL-SINNES                 ,NO   ,   ,      ,58.933,6.917000000000001,557.0,2007-08-06,2021-05-31
373,014320, 99999 ,SIRDAL-TJORHOM                ,NO   ,   ,      ,58.883,6.85,500.0,1974-11-14,2010-03-31
374,014321, 99999 ,FIDJELAND                     ,NO   ,   ,      ,58.967,6.933,568.0,2007-03-07,2007-03-07
375,014330, 99999 ,MIDTLAEGER                    ,NO   ,   ,      ,59.833,6.983,1081.0,1973-01-01,2015-05-28
376,014340, 99999 ,VAAGSLI                       ,NO   ,   ,      ,59.766999999999996,7.367000000000001,822.0,2004-04-06,2021-06-01
377,014350, 99999 ,HAUKELISETER TESTFELT         ,NO   ,   ,      ,59.817,7.2170000000000005,989.5,1985-01-11,2021-06-01
378,014360, 99999 ,LINDESNES FYR                 ,NO   ,   ,      ,57.983000000000004,7.05,13.0,1973-01-01,2021-06-01
379,014390, 99999 ,KONSMO-HOYLAND                ,NO   ,   ,      ,58.25,7.442,260.0,1973-01-01,2021-06-01
380,014400, 99999 ,BLASJO                        ,NO   ,   ,      ,59.333,6.867000000000001,1104.6,1973-01-01,2021-05-31
381,014410, 99999 ,HOVDEN-LUNDANE                ,NO   ,   ,      ,59.583,7.382999999999999,836.0,1983-01-01,2021-06-01
382,014420, 99999 ,BYGLANDSFJORD                 ,NO   ,   ,      ,58.667,7.8,211.0,1973-01-01,2021-06-01
383,014440, 99999 ,VALLE                         ,NO   ,   ,      ,59.2,7.517,302.0,2011-09-26,2021-06-01
384,014450, 99999 ,SKAFSA                        ,NO   ,   ,      ,59.45,8.0,77.0,1973-01-01,1989-11-13
385,014460, 99999 ,OYFJELL-TROVATN               ,NO   ,   ,      ,59.567,8.2,714.0,1983-01-01,2004-07-31
386,014470, 99999 ,HOYDALSMO II                  ,NO   ,   ,      ,59.5,8.2,562.0,2006-11-21,2021-06-01
387,014480, 99999 ,OKSOY FYR                     ,NO   ,   ,      ,58.067,8.05,8.0,1949-01-01,2021-06-01
388,014490, 99999 ,GJERSTAD                      ,NO   ,   ,      ,58.867,9.033,32.0,2012-01-05,2021-06-01
389,014500, 99999 ,MOSSTRAND II                  ,NO   ,   ,      ,59.833,8.183,977.0,1973-01-01,2021-06-01
390,014520, 99999 ,KJEVIK                        ,NO   ,   ,ENCN  ,58.20399999999999,8.085,17.4,1940-05-01,2021-06-01
391,014530, 99999 ,HYNNEKLEIV                    ,NO   ,   ,      ,58.6,8.417,162.0,2012-01-05,2021-06-01
392,014550, 99999 ,TVEITSUND                     ,NO   ,   ,      ,59.033,8.517000000000001,252.0,1973-01-01,2021-06-01
393,014590, 99999 ,NELAUG                        ,NO   ,   ,      ,58.65,8.633,142.0,1973-01-01,2021-06-01
394,014600, 99999 ,GULLHOLMEN                    ,NO   ,   ,      ,59.433,10.583,14.0,2012-11-02,2021-06-01
395,014610, 99999 ,                              ,     ,   ,      ,,,,1973-01-01,1974-09-30
396,014611, 99999 ,GAUSTATOPPEN                  ,NO   ,   ,      ,59.85,8.65,1803.7,2014-06-05,2018-10-22
397,014620, 99999 ,PORSGRUNN                     ,NO   ,   ,      ,59.083,9.667,90.0,2013-07-29,2021-06-01
398,014630, 99999 ,AS                            ,NO   ,   ,      ,59.65,10.767000000000001,89.0,2011-09-29,2021-06-01
399,014640, 99999 ,LANDVIK                       ,NO   ,   ,      ,58.333,8.517000000000001,6.0,2011-09-28,2021-06-01
400,014650, 99999 ,TORUNGEN FYR                  ,NO   ,   ,      ,58.4,8.783,15.0,1973-01-01,2021-06-01
401,014660, 99999 ,KJELLER AP                    ,NO   ,   ,      ,59.967,11.033,109.0,2011-09-28,2021-06-01
402,014670, 99999 ,LYNGOR FYR                    ,NO   ,   ,      ,58.633,9.15,5.0,1973-01-01,2021-06-01
403,014680, 99999 ,KONGSVINGER                   ,NO   ,   ,      ,60.183,12.0,148.0,2006-10-03,2021-05-30
404,014690, 99999 ,HONEFOSS-HOYBY                ,NO   ,   ,      ,60.167,10.25,140.0,2005-07-19,2021-06-01
405,014700, 99999 ,GVARV                         ,NO   ,   ,      ,59.383,9.2,93.0,1973-01-01,2021-06-01
406,014703, 99999 ,NOTODDEN                      ,NO   ,   ,ENNO  ,59.566,9.212,19.2,1990-10-19,2021-06-01
407,014710, 99999 ,VEGGLI II                     ,NO   ,   ,      ,60.05,9.15,275.0,2006-10-03,2021-06-01
408,014730, 99999 ,KONGSBERG BRANNSTASJON        ,NO   ,   ,      ,59.617,9.633,173.0,2004-05-10,2021-06-01
409,014740, 99999 ,LYNGDAL I NUMEDAL             ,NO   ,   ,      ,59.9,9.533,294.0,1973-01-01,2006-08-31
410,014750, 99999 ,SKIEN-GEITERYGGEN             ,NO   ,   ,ENSN  ,59.183,9.567,141.0,1985-07-17,2004-12-30
411,014760, 99999 ,JOMFRULAND FYR                ,NO   ,   ,      ,58.85,9.55,5.0,1973-01-01,2021-06-01
412,014770, 99999 ,KONNERUD                      ,NO   ,   ,      ,59.717,10.15,193.0,1973-01-01,2021-06-01
